ID,NAME,TYPE,AMOUNT,CURRENCY,DATE,DESCRIPTION,NOTES,BUDGET,BUDGET_TYPE,CATEGORY
1236,Gas,expense,40.00,GBP,"2026-07-16 11:14:50",,,Household,household,Gas
1329,Music,expense,10.00,GBP,"2026-07-16 11:06:09",,,James,personal,Music
1370,"Laundry/dry cleaning",expense,20.00,GBP,"2026-07-16 09:10:16",,,James,personal,"Laundry/dry cleaning"
1281,"VirginMoney  CC",expense,120.00,GBP,"2026-07-16 08:01:06",,,James,personal,"Credit Cards"
1315,Overdraft,expense,120.00,GBP,"2026-07-16 00:18:58",,,James,personal,Overdraft
1525,Water,expense,20.00,GBP,"2026-07-15 08:58:44",,,James,personal,Water
1509,Gas,expense,40.00,GBP,"2026-07-15 07:39:23",,,James,personal,Gas
1101,Maintenance,expense,10.00,GBP,"2026-07-15 06:44:50",,,Household,household,Maintenance
1271,"CapitalOne  CC",expense,120.00,GBP,"2026-07-14 23:59:01",,,James,personal,"Credit Cards"
1483,Internet,expense,35.00,GBP,"2026-07-14 23:55:47",,,James,personal,Internet
1384,Hair/beauty,expense,20.00,GBP,"2026-07-14 21:17:27",,,James,personal,Hair/beauty
1462,"Mobile Phone",expense,16.00,GBP,"2026-07-14 19:24:41",,,James,personal,"Mobile Phone"
1432,Food,expense,45.00,GBP,"2026-07-14 15:17:26",,,James,personal,Food
1025,"Laundry/dry cleaning",expense,15.00,GBP,"2026-07-14 12:11:10",,,Household,household,"Laundry/dry cleaning"
1341,Groceries,expense,320.00,GBP,"2026-07-14 10:31:00",,,James,personal,Groceries
1081,Rent/mortgage,expense,426.94,GBP,"2026-07-14 10:13:52",,,Household,household,Rent/mortgage
1310,Overdraft,expense,120.00,GBP,"2026-07-14 08:34:15",,,James,personal,Overdraft
1252,Water,expense,20.00,GBP,"2026-07-14 08:10:34",,,Household,household,Water
1092,"Council Tax",expense,118.00,GBP,"2026-07-14 07:51:49",,,Household,household,"Council Tax"
1424,"Council Tax",expense,90.00,GBP,"2026-07-14 02:38:50",,,James,personal,"Council Tax"
1091,"Council Tax",expense,118.00,GBP,"2026-07-13 21:20:20",,,Household,household,"Council Tax"
1008,"Household Card",expense,40.00,GBP,"2026-07-13 14:32:47",,,Household,household,"Household Card"
1229,Electricity,expense,50.00,GBP,"2026-07-13 13:48:12",,,Household,household,Electricity
1003,"Household Card",expense,40.00,GBP,"2026-07-13 13:15:36",,,Household,household,"Household Card"
1244,Water,expense,20.00,GBP,"2026-07-13 10:55:00",,,Household,household,Water
1264,"CapitalOne  CC",expense,120.00,GBP,"2026-07-13 09:49:45",,,James,personal,"Credit Cards"
1395,"Work Lunch",expense,100.00,GBP,"2026-07-13 08:42:27",,,James,personal,"Work Lunch"
1457,"Mobile Phone",expense,16.00,GBP,"2026-07-13 05:36:53",,,James,personal,"Mobile Phone"
1470,TV,expense,13.00,GBP,"2026-07-13 03:28:21",,,James,personal,TV
1259,Coal,expense,65.00,GBP,"2026-07-12 18:07:42",,,Household,household,Coal
1380,"Laundry/dry cleaning",expense,20.00,GBP,"2026-07-12 11:24:42",,,James,personal,"Laundry/dry cleaning"
1117,Home,expense,31.91,GBP,"2026-07-12 09:00:20",,,Household,household,Home
1452,Vet/medical,expense,25.00,GBP,"2026-07-12 07:29:48",,,James,personal,Vet/medical
1408,Rent/mortgage,expense,440.00,GBP,"2026-07-11 23:09:47",,,James,personal,Rent/mortgage
1489,Internet,expense,35.00,GBP,"2026-07-11 21:40:50",,,James,personal,Internet
1456,"Mobile Phone",expense,16.00,GBP,"2026-07-11 18:14:19",,,James,personal,"Mobile Phone"
1233,Gas,expense,40.00,GBP,"2026-07-11 16:20:45",,,Household,household,Gas
1007,"Household Card",expense,40.00,GBP,"2026-07-11 08:20:46",,,Household,household,"Household Card"
1175,Fuel,expense,90.00,GBP,"2026-07-11 04:51:51",,,Household,household,Fuel
1043,Cleaning,expense,10.00,GBP,"2026-07-11 03:00:27",,,Household,household,Cleaning
1378,"Laundry/dry cleaning",expense,20.00,GBP,"2026-07-10 23:47:39",,,James,personal,"Laundry/dry cleaning"
1167,"Online services",expense,10.00,GBP,"2026-07-10 20:41:04",,,Household,household,"Online services"
1238,Gas,expense,40.00,GBP,"2026-07-10 18:20:59",,,Household,household,Gas
1256,Coal,expense,65.00,GBP,"2026-07-10 18:06:26",,,Household,household,Coal
1195,TV,expense,13.37,GBP,"2026-07-10 14:25:02",,,Household,household,TV
1077,Rent/mortgage,expense,426.94,GBP,"2026-07-10 14:19:28",,,Household,household,Rent/mortgage
1213,Internet,expense,28.00,GBP,"2026-07-10 13:16:24",,,Household,household,Internet
1293,"Barcleycard CC",expense,120.00,GBP,"2026-07-10 12:38:53",,,James,personal,"Credit Cards"
1188,Phone,expense,7.00,GBP,"2026-07-09 06:11:07",,,Household,household,Phone
1480,Internet,expense,35.00,GBP,"2026-07-09 06:01:48",,,James,personal,Internet
1298,"Zopa Personal Loan",expense,120.00,GBP,"2026-07-09 04:11:04",,,James,personal,Loans
1529,Coal,expense,60.00,GBP,"2026-07-09 02:35:24",,,James,personal,Coal
1453,Vet/medical,expense,25.00,GBP,"2026-07-09 01:13:03",,,James,personal,Vet/medical
1326,Music,expense,10.00,GBP,"2026-07-08 22:19:34",,,James,personal,Music
1250,Water,expense,20.00,GBP,"2026-07-08 21:09:57",,,Household,household,Water
1241,Gas,expense,40.00,GBP,"2026-07-08 09:59:15",,,Household,household,Gas
1305,"Zopa Personal Loan",expense,120.00,GBP,"2026-07-08 07:15:18",,,James,personal,Loans
1352,"Personal supplies",expense,160.00,GBP,"2026-07-07 18:31:46",,,James,personal,"Personal supplies"
1014,Groceries,expense,300.00,GBP,"2026-07-07 14:46:01",,,Household,household,Groceries
1363,Clothes,expense,50.00,GBP,"2026-07-07 10:33:13",,,James,personal,Clothes
1150,Vet/medical,expense,25.00,GBP,"2026-07-07 09:44:51",,,Household,household,Vet/medical
1126,Pet,expense,67.74,GBP,"2026-07-07 09:10:24",,,Household,household,Pet
1057,Subscriptions,expense,10.00,GBP,"2026-07-07 00:46:37",,,Household,household,Subscriptions
1013,Groceries,expense,300.00,GBP,"2026-07-06 14:35:55",,,Household,household,Groceries
1116,Home,expense,31.91,GBP,"2026-07-06 06:28:53",,,Household,household,Home
1105,Maintenance,expense,10.00,GBP,"2026-07-06 03:45:47",,,Household,household,Maintenance
1490,Electricity,expense,50.00,GBP,"2026-07-06 02:22:39",,,James,personal,Electricity
1396,"Work Lunch",expense,100.00,GBP,"2026-07-06 02:03:14",,,James,personal,"Work Lunch"
1055,Subscriptions,expense,10.00,GBP,"2026-07-05 23:50:29",,,Household,household,Subscriptions
1463,"Mobile Phone",expense,16.00,GBP,"2026-07-05 20:33:48",,,James,personal,"Mobile Phone"
1419,"Council Tax",expense,90.00,GBP,"2026-07-05 13:42:54",,,James,personal,"Council Tax"
1471,TV,expense,13.00,GBP,"2026-07-05 10:28:48",,,James,personal,TV
1373,"Laundry/dry cleaning",expense,20.00,GBP,"2026-07-04 15:13:46",,,James,personal,"Laundry/dry cleaning"
1375,"Laundry/dry cleaning",expense,20.00,GBP,"2026-07-04 08:42:27",,,James,personal,"Laundry/dry cleaning"
1517,Water,expense,20.00,GBP,"2026-07-04 04:47:44",,,James,personal,Water
1141,Food,expense,65.00,GBP,"2026-07-04 04:27:22",,,Household,household,Food
1417,Rent/mortgage,expense,440.00,GBP,"2026-07-04 04:11:57",,,James,personal,Rent/mortgage
1379,"Laundry/dry cleaning",expense,20.00,GBP,"2026-07-04 03:09:09",,,James,personal,"Laundry/dry cleaning"
1454,"Mobile Phone",expense,16.00,GBP,"2026-07-04 01:37:18",,,James,personal,"Mobile Phone"
1208,Internet,expense,28.00,GBP,"2026-07-03 11:51:05",,,Household,household,Internet
1523,Water,expense,20.00,GBP,"2026-07-03 10:35:05",,,James,personal,Water
1313,Overdraft,expense,120.00,GBP,"2026-07-03 10:20:31",,,James,personal,Overdraft
1356,"Personal supplies",expense,160.00,GBP,"2026-07-03 07:25:31",,,James,personal,"Personal supplies"
1358,Clothes,expense,50.00,GBP,"2026-07-03 07:22:25",,,James,personal,Clothes
1177,Fuel,expense,90.00,GBP,"2026-07-03 06:52:27",,,Household,household,Fuel
1094,"Council Tax",expense,118.00,GBP,"2026-07-03 06:04:09",,,Household,household,"Council Tax"
1478,Internet,expense,35.00,GBP,"2026-07-02 19:07:59",,,James,personal,Internet
1484,Internet,expense,35.00,GBP,"2026-07-02 14:27:50",,,James,personal,Internet
1068,"Vitamins & Minireals",expense,5.00,GBP,"2026-07-02 10:33:47",,,Household,household,"Vitamins & Minireals"
1099,Maintenance,expense,10.00,GBP,"2026-07-02 01:27:38",,,Household,household,Maintenance
1474,TV,expense,13.00,GBP,"2026-07-01 18:19:37",,,James,personal,TV
1203,TV,expense,13.37,GBP,"2026-07-01 16:37:39",,,Household,household,TV
1443,Vet/medical,expense,25.00,GBP,"2026-07-01 14:28:16",,,James,personal,Vet/medical
1324,Music,expense,10.00,GBP,"2026-07-01 11:40:38",,,James,personal,Music
1151,Vet/medical,expense,25.00,GBP,"2026-07-01 01:14:52",,,Household,household,Vet/medical
1127,Pet,expense,67.74,GBP,"2026-06-30 23:03:20",,,Household,household,Pet
1010,"Household Card",expense,40.00,GBP,"2026-06-30 21:46:54",,,Household,household,"Household Card"
1243,Water,expense,20.00,GBP,"2026-06-30 13:44:29",,,Household,household,Water
1361,Clothes,expense,50.00,GBP,"2026-06-30 13:27:58",,,James,personal,Clothes
1382,Hair/beauty,expense,20.00,GBP,"2026-06-30 10:48:07",,,James,personal,Hair/beauty
1182,Supplies,expense,5.00,GBP,"2026-06-30 02:29:26",,,Household,household,Supplies
1207,Internet,expense,28.00,GBP,"2026-06-29 18:00:20",,,Household,household,Internet
1170,Fuel,expense,90.00,GBP,"2026-06-29 11:05:39",,,Household,household,Fuel
1054,Subscriptions,expense,10.00,GBP,"2026-06-29 09:46:13",,,Household,household,Subscriptions
1257,Coal,expense,65.00,GBP,"2026-06-29 09:11:03",,,Household,household,Coal
1051,Subscriptions,expense,10.00,GBP,"2026-06-28 21:55:27",,,Household,household,Subscriptions
1262,"CapitalOne  CC",expense,120.00,GBP,"2026-06-28 18:57:14",,,James,personal,"Credit Cards"
1211,Internet,expense,28.00,GBP,"2026-06-28 07:49:42",,,Household,household,Internet
1255,Coal,expense,65.00,GBP,"2026-06-28 07:09:46",,,Household,household,Coal
1149,Vet/medical,expense,25.00,GBP,"2026-06-28 00:36:16",,,Household,household,Vet/medical
1260,Coal,expense,65.00,GBP,"2026-06-27 21:21:28",,,Household,household,Coal
1187,Phone,expense,7.00,GBP,"2026-06-27 19:07:53",,,Household,household,Phone
1061,"Vitamins & Minireals",expense,5.00,GBP,"2026-06-27 10:16:36",,,Household,household,"Vitamins & Minireals"
1299,"Zopa Personal Loan",expense,120.00,GBP,"2026-06-27 05:23:31",,,James,personal,Loans
1493,Electricity,expense,50.00,GBP,"2026-06-27 03:44:10",,,James,personal,Electricity
1194,Phone,expense,7.00,GBP,"2026-06-26 23:01:53",,,Household,household,Phone
1254,Water,expense,20.00,GBP,"2026-06-26 19:37:37",,,Household,household,Water
1466,TV,expense,13.00,GBP,"2026-06-26 07:31:03",,,James,personal,TV
1100,Maintenance,expense,10.00,GBP,"2026-06-26 03:42:01",,,Household,household,Maintenance
1518,Water,expense,20.00,GBP,"2026-06-26 01:28:12",,,James,personal,Water
1511,Gas,expense,40.00,GBP,"2026-06-25 20:01:58",,,James,personal,Gas
1034,"Laundry/dry cleaning",expense,15.00,GBP,"2026-06-25 18:20:43",,,Household,household,"Laundry/dry cleaning"
1311,Overdraft,expense,120.00,GBP,"2026-06-25 11:57:41",,,James,personal,Overdraft
1196,TV,expense,13.37,GBP,"2026-06-25 11:48:56",,,Household,household,TV
1533,Coal,expense,60.00,GBP,"2026-06-25 09:46:56",,,James,personal,Coal
1292,"Barcleycard CC",expense,120.00,GBP,"2026-06-25 09:28:25",,,James,personal,"Credit Cards"
1530,Coal,expense,60.00,GBP,"2026-06-25 02:05:37",,,James,personal,Coal
1410,Rent/mortgage,expense,440.00,GBP,"2026-06-24 19:45:19",,,James,personal,Rent/mortgage
1019,Groceries,expense,300.00,GBP,"2026-06-24 17:01:19",,,Household,household,Groceries
1130,Pet,expense,67.74,GBP,"2026-06-24 15:08:47",,,Household,household,Pet
1302,"Zopa Personal Loan",expense,120.00,GBP,"2026-06-24 14:34:49",,,James,personal,Loans
1137,Food,expense,65.00,GBP,"2026-06-24 08:27:38",,,Household,household,Food
1065,"Vitamins & Minireals",expense,5.00,GBP,"2026-06-24 02:31:21",,,Household,household,"Vitamins & Minireals"
1215,Internet,expense,28.00,GBP,"2026-06-23 21:13:54",,,Household,household,Internet
1491,Electricity,expense,50.00,GBP,"2026-06-23 19:38:46",,,James,personal,Electricity
1197,TV,expense,13.37,GBP,"2026-06-23 18:44:38",,,Household,household,TV
1263,"CapitalOne  CC",expense,120.00,GBP,"2026-06-23 16:11:45",,,James,personal,"Credit Cards"
1118,Home,expense,31.91,GBP,"2026-06-23 13:59:22",,,Household,household,Home
1050,Subscriptions,expense,10.00,GBP,"2026-06-23 05:19:28",,,Household,household,Subscriptions
1125,Pet,expense,67.74,GBP,"2026-06-22 19:48:19",,,Household,household,Pet
1192,Phone,expense,7.00,GBP,"2026-06-22 16:41:43",,,Household,household,Phone
1486,Internet,expense,35.00,GBP,"2026-06-22 15:20:22",,,James,personal,Internet
1398,"Work Lunch",expense,100.00,GBP,"2026-06-22 13:03:04",,,James,personal,"Work Lunch"
1075,Rent/mortgage,expense,426.94,GBP,"2026-06-21 14:08:19",,,Household,household,Rent/mortgage
1328,Music,expense,10.00,GBP,"2026-06-21 11:49:34",,,James,personal,Music
1103,Maintenance,expense,10.00,GBP,"2026-06-21 11:14:24",,,Household,household,Maintenance
1108,Home,expense,31.91,GBP,"2026-06-21 08:35:53",,,Household,household,Home
1520,Water,expense,20.00,GBP,"2026-06-21 03:10:56",,,James,personal,Water
1232,Gas,expense,40.00,GBP,"2026-06-21 00:06:05",,,Household,household,Gas
1221,Electricity,expense,50.00,GBP,"2026-06-20 21:54:06",,,Household,household,Electricity
1270,"CapitalOne  CC",expense,120.00,GBP,"2026-06-20 17:49:04",,,James,personal,"Credit Cards"
1115,Home,expense,31.91,GBP,"2026-06-20 10:17:36",,,Household,household,Home
1438,Food,expense,45.00,GBP,"2026-06-19 12:46:41",,,James,personal,Food
1157,"Online services",expense,10.00,GBP,"2026-06-19 08:18:42",,,Household,household,"Online services"
1113,Home,expense,31.91,GBP,"2026-06-19 03:07:29",,,Household,household,Home
1179,Fuel,expense,90.00,GBP,"2026-06-19 02:38:15",,,Household,household,Fuel
1431,Food,expense,45.00,GBP,"2026-06-18 23:58:33",,,James,personal,Food
1026,"Laundry/dry cleaning",expense,15.00,GBP,"2026-06-18 21:38:19",,,Household,household,"Laundry/dry cleaning"
1449,Vet/medical,expense,25.00,GBP,"2026-06-18 20:19:06",,,James,personal,Vet/medical
1350,"Personal supplies",expense,160.00,GBP,"2026-06-18 18:55:47",,,James,personal,"Personal supplies"
1499,Electricity,expense,50.00,GBP,"2026-06-18 18:55:40",,,James,personal,Electricity
1413,Rent/mortgage,expense,440.00,GBP,"2026-06-18 15:38:27",,,James,personal,Rent/mortgage
1459,"Mobile Phone",expense,16.00,GBP,"2026-06-18 11:45:37",,,James,personal,"Mobile Phone"
1163,"Online services",expense,10.00,GBP,"2026-06-18 05:01:44",,,Household,household,"Online services"
1514,Water,expense,20.00,GBP,"2026-06-18 04:48:04",,,James,personal,Water
1201,TV,expense,13.37,GBP,"2026-06-17 19:20:39",,,Household,household,TV
1411,Rent/mortgage,expense,440.00,GBP,"2026-06-17 17:12:52",,,James,personal,Rent/mortgage
1035,"Laundry/dry cleaning",expense,15.00,GBP,"2026-06-17 16:00:37",,,Household,household,"Laundry/dry cleaning"
1437,Food,expense,45.00,GBP,"2026-06-17 14:41:33",,,James,personal,Food
1159,"Online services",expense,10.00,GBP,"2026-06-17 09:26:22",,,Household,household,"Online services"
1074,Rent/mortgage,expense,426.94,GBP,"2026-06-17 09:05:40",,,Household,household,Rent/mortgage
1226,Electricity,expense,50.00,GBP,"2026-06-17 06:29:42",,,Household,household,Electricity
1053,Subscriptions,expense,10.00,GBP,"2026-06-17 04:08:37",,,Household,household,Subscriptions
1217,Internet,expense,28.00,GBP,"2026-06-17 00:32:07",,,Household,household,Internet
1023,Groceries,expense,300.00,GBP,"2026-06-16 20:35:30",,,Household,household,Groceries
1098,Maintenance,expense,10.00,GBP,"2026-06-16 17:37:00",,,Household,household,Maintenance
1426,"Council Tax",expense,90.00,GBP,"2026-06-16 11:10:07",,,James,personal,"Council Tax"
1058,Subscriptions,expense,10.00,GBP,"2026-06-16 11:03:57",,,Household,household,Subscriptions
1107,Maintenance,expense,10.00,GBP,"2026-06-16 09:52:53",,,Household,household,Maintenance
1349,"Personal supplies",expense,160.00,GBP,"2026-06-16 03:50:43",,,James,personal,"Personal supplies"
1498,Electricity,expense,50.00,GBP,"2026-06-15 23:27:57",,,James,personal,Electricity
1191,Phone,expense,7.00,GBP,"2026-06-15 21:05:35",,,Household,household,Phone
1218,Internet,expense,28.00,GBP,"2026-06-15 15:30:42",,,Household,household,Internet
1123,Pet,expense,67.74,GBP,"2026-06-15 09:31:13",,,Household,household,Pet
1318,Overdraft,expense,120.00,GBP,"2026-06-15 06:19:39",,,James,personal,Overdraft
1436,Food,expense,45.00,GBP,"2026-06-15 05:21:01",,,James,personal,Food
1251,Water,expense,20.00,GBP,"2026-06-15 02:39:48",,,Household,household,Water
1172,Fuel,expense,90.00,GBP,"2026-06-15 00:13:58",,,Household,household,Fuel
1190,Phone,expense,7.00,GBP,"2026-06-14 11:44:18",,,Household,household,Phone
1080,Rent/mortgage,expense,426.94,GBP,"2026-06-14 10:49:22",,,Household,household,Rent/mortgage
1492,Electricity,expense,50.00,GBP,"2026-06-14 08:10:56",,,James,personal,Electricity
1421,"Council Tax",expense,90.00,GBP,"2026-06-14 00:38:52",,,James,personal,"Council Tax"
1246,Water,expense,20.00,GBP,"2026-06-13 17:23:49",,,Household,household,Water
1441,Food,expense,45.00,GBP,"2026-06-13 11:29:39",,,James,personal,Food
1445,Vet/medical,expense,25.00,GBP,"2026-06-12 14:01:30",,,James,personal,Vet/medical
1274,"VirginMoney  CC",expense,120.00,GBP,"2026-06-12 12:07:17",,,James,personal,"Credit Cards"
1485,Internet,expense,35.00,GBP,"2026-06-12 08:09:39",,,James,personal,Internet
1114,Home,expense,31.91,GBP,"2026-06-11 22:00:05",,,Household,household,Home
1450,Vet/medical,expense,25.00,GBP,"2026-06-11 12:19:08",,,James,personal,Vet/medical
1265,"CapitalOne  CC",expense,120.00,GBP,"2026-06-11 10:21:45",,,James,personal,"Credit Cards"
1245,Water,expense,20.00,GBP,"2026-06-11 05:24:59",,,Household,household,Water
1206,TV,expense,13.37,GBP,"2026-06-11 05:01:00",,,Household,household,TV
1317,Overdraft,expense,120.00,GBP,"2026-06-11 03:43:42",,,James,personal,Overdraft
